Número doprocesso - SIPAC/SIGAA;Ano do registro;Título da atividade;Nome do (a) Coordenador (a);Local de lotação do (a) Coordenador (a);Data de início da atividade;Data de termino da atividade;Relatório Final;Receita (Prevista);Receita (Realizada)
23088.017360/2017-80;2017;COMBATE AO MOSQUITO AEDES AEGYPTI NA UNIFEI - ALUNOS;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/2017;27/06/2017;SIM; R$ -   ; R$ -   
23088.017646/2017-65;2017;CURSO DE CAPACITACAO EM MOOC;CLAUDIO KIRNER;IMC;12/09/2017;23/11/2017;SIM; R$ -   ; R$ -   
23088.017717/2017-20;2017;INCENTIVO À LEITURA COMO FORMA DE DESENVOLVIMENTO LOCAL;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;17/04/2017;04/07/2017;SIM; R$ -   ; R$ -   
23088.017718/2017-74;2017;PROJETO COMPOSTEIRA NA ESCOLA MUNICIPAL SAO SEBASTIAO - ITAJUBA MG;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/2017;27/06/2017;SIM; R$ -   ; R$ -   
23088.017793/2017-35;2017;CONCIENTIZACAO DO USO DA AGUA PARA ALUNOS DO ENSINO FUNDAMENTAL 1;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/2017;27/06/2017;SIM; R$ -   ; R$ -   
23088.017807/2017-11;2017;PROJETO MEIO AMBIENTE: A IMPORTANCIA DA RECICLAGEM, DA REUTILIZACAO, DA REDUCAO E DA RECUPERACAO PARA O NOSSO PLANETA;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/2017;27/06/2017;SIM; R$ -   ; R$ -   
23088.017809/2017-18;2017;PROJETO DE EXTENSAO PARA SENSIBILIZACAO DOS ALUNOS DE UMA ESCOLA MUNICIPAL RURAL DE ITAJUBA - MG, A RESPEITO DA SEPARACAO E DESTINACAO AMBIENTALMENTE ADEQUADA DOS RESIDUOS DOMESTICOS;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;17/04/2017;04/07/2017;SIM; R$ -   ; R$ -   
23088.017724/2017-21;2017;HORTA ESCOLAR;DANIELA ROCHA TEIXEIRA RIONDET COSTA;IRN;07/03/2017;27/06/2017;SIM; R$ -   ; R$ -   
23088.017965/2017-71;2017;CODE WEEK;THATYANA DE FARIA PIOLA SERAPHIM;IESTI;16/10/2017;22/10/2017;SIM; R$ -   ; R$ -   
23088.018000/2017-03;2017;O QUITRUPE EM CENA: DIVULGACAO CIENTIFICA POR MEIO DO TEATRO;JANE RAQUEL SILVA DE OLIVEIRA;IFQ;01/06/2017;30/12/2017;SIM; R$ -   ; R$ -   
23088.017904/2017-11;2017;DESENVOLVIMENTO DE ANALISE E CALCULO ESTRUTURAL PRELIMINAR EM FEM PARA UMA PECA DE APLICACAO NA AREA DE OLEO E GAS;ANTONIO CARLOS ANCELOTTI JUNIOR;IEM;18/09/2017;28/02/2019;SIM; R$ 55.000,00 ; R$ 55.000,00 
23088.017910/2017-61;2017;DESENVOLVIMENTO DE PROTOTIPOS DE INSERTOS EM COMPOSITO PEEK/CARBONO;ANTONIO CARLOS ANCELOTTI JUNIOR;IEM;18/09/2017;18/02/2018;NÃO; R$ 60.600,00 ;
23088.015051/2017-75;2017;PARTICIPACAO NO CURSO DE CURTA DURTACAO - QPSE - QUALIDADE DE ENERGIA ELETRICA;JOSE MARIA DE CARVALHO FILHO;ISEE;13/03/2017;17/03/2017;SIM; R$ -   ; R$ 51.865,00 
23088.017260/2017-53;2017;CARACTERIZACAO DA CONDUTIVIDADE TERMICA, ELETRICA E MICROESTRUTURAL DE MATERIAIS;MARIA VIRGINIA GELFUSI;IEM;01/09/2017;30/08/2019;SIM; R$ 15.500,00 ; R$ 1.538,12 
23088.018139/2017-79;2017;APLICACAO DE TECNICAS BIG DATA EM DADOS GERADOS POR SISTEMAS DE TELEMETRIA E GERENCIAMENTO DE OPERACOES DE CAMPO ;BRUNO TARDIOLE KUEHNE;IESTI;01/09/2017;28/02/2019;NÃO; R$ 29.865,00 ;
23088.015958/2017-34;2017;EQUIPE UAI!RRIOR DE ROBOTICA;TALES CLEBER PIMENTA;IESTI;22/08/2017;22/08/2018;SIM; R$ 52.500,00 ; R$ 10.000,00 
23088.013984/2017-28;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE - METIDOS COMPUTACIONAIS APLICADOS E SISTEMAS ELETRICOS;BENEDITO ISAIAS DE LIMA LOPES;ISEE;06/06/2016;10/06/2016;SIM; R$ -   ; R$ 8.795,66 
23088.014211/2017-69;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO – QPSE – ESTABILIDADE E DINAMICA DE SISTEMAS ELETRICOS;MAURICIO CAMPOS PASSARO;ISEE;24/07/2017;28/07/2017;SIM; R$ 8.395,66 ; R$ 8.430,84 
23088.017611/2017-26;2017;PARTICIPACAO EM CURSO DE CURTA DURACAO EM TERMOGRAFIA INFRAVERMELHA;GUILHERME SOUSA BASTOS;IESTI;23/08/2017;25/10/2017;SIM; R$ -   ; R$ 77.444,49 
23088.013966/2017-46;2017;PROJETO “SIMUAULAS”;BENEDITO DONIZETI BONATTO;ISEE;31/07/2017;15/09/2017;SIM; R$ -   ; R$ -   
23088.019634/2017-75;2017;PARTICIPACAO EM CURSO DE CURTA DURACAO EM MANUTENCAO EM TRANSFORMADORES;ROSSANO GIMENES;IFQ;26/09/2017;29/09/2017;SIM; R$ 1.367,52 ; R$ 2.051,28 
23088.019664/2017-81;2017;ESTUDO DE CARGAS E RESISTENCIA PARA IMPLANTACAO DE PORTICO METALICO;GERALDO LUCIO TIAGO FILHO;IRN;21/07/2017;29/10/2017;SIM; R$ 9.700,00 ; R$ 11.341,25 
23088.016176/2017-12;2017;ENSAIO DE EFICENCIA DE BOMBAS CENTRIFUGAS;ROBERTO ALVES DE ALMEIDA;IRN;01/07/2017;31/12/2017;SIM; R$ 111.780,00 ; R$ 199.795,26 
23088.019538/2017-27;2017;GRUPOS COLABORATIVOS NA FORMACAO DE PROFESSORES: CONSTRUINDO PRATICAS INOVADORAS NO ENSINO DE CIENCIAS E MATEMATICA;JOAO RICARDO NEVES DA SILVA;IFQ;21/08/2017;04/12/2017;SIM; R$ -   ; R$ -   
23088.020265/2017-63;2017;MINICUESO DE INTRODUCAO À LATEX;THATYANA DE FARIA PIOLA SERAPHIM;IESTI;14/10/2017;21/10/2017;SIM; R$ -   ; R$ -   
23088.020398/2017-30;2017;ELABORACAO DE MAPAS COM AS MANCHAS DE INUNDACAO DO MUNICIPIO DE SANTA RITA DO SAPUCAI;ANA PAULA MONI SILVA;IRN;16/10/2017;31/12/2017;SIM; R$ -   ; R$ -   
23088.020464/2017-71;2017;CURSO: A DIFRACAO DE RAIOS X APLICADA À CARACTERIZACAO DE MATERIAIS;GEOVANI RODRIGUES;IEM;30/10/2017;15/12/2017;SIM; R$ -   ; R$ -   
23088.019391/2017-75;2017;WORKSHOP PROJETO SEMESTRAL 2017;LOURIVAL JORGE MENDES NETO;IEM;15/10/2017;04/12/2017;NÃO; R$ 2.000,00 ;
23088.020312/2017-79;2017;PARTICIPACAO EM CURSO DE CURTA DURACAO QPSE - MODULO CONFIABILIDADE DOS SISTEMAS ELETRICOS;JOAO GUILHERME DE CARVALHO  COSTA;ISEE;02/10/2017;06/10/2017;SIM; R$ 6.400,00 ; R$ 6.781,85 
23088.014560/2017-81;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE ANALISE DE SISTEMA DE POTENCIA;CLAUDIO FERREIRA;ISEE;27/06/2016;01/07/2016;SIM; R$ -   ; R$ 12.995,66 
23088.021104/2017-97;2017;VIVENCIA EM LABORATORIO DE MICROBIOLOGIA VOLTADA PARA ESTUDANTES DE NIVEL TECNICO;MARCELO CHUEI MATSUDO;IRN;01/11/2017;10/11/2017;SIM; R$ -   ; R$ -   
23088.019639/2017-06;2017;II SEMANA DA ESPERANCA;PAULO FERNANDO RIBEIRO ;ISEE;06/11/2017;10/11/2017;SIM; R$ -   ; R$ -   
23088.021197/2017-50;2017;JAVA WEB;THATYANA DE FARIA PIOLA SERAPHIM;IESTI;21/10/2017;14/11/2017;SIM; R$ -   ; R$ -   
23088.007805/2017-13;2017;CURSO ASSISTENCIAL THEODOMIRO SANTIAGO - CATS;EDMILSON MARMO MOREIRA;IESTI;01/04/2017;31/12/2017;SIM; R$ -   ; R$ -   
23088.021855/2017-11;2017;ANALISE DE DESEMPENHO DE EMPRESAS DE DISTRIBUICAO;EDUARDO CRESTANA GUARDIA;ISEE;20/10/2017;31/07/2018;SIM; R$ 80.892,00 ; R$ 89.280,00 
23088.018544/2017-67;2017;PROJETOS DE ENGENHARIA DE PRODUCAO;LOURIVAL JORGE MENDES NETO;IEM;31/07/2017;01/12/2017;SIM; R$ -   ; R$ -   
23088.021972/2017-77;2017;FUNDACAO ROBOK;LEONARDO BRESEGHELLO ZOCCAL;IESTI;30/10/2017;30/10/2018;SIM; R$ -   ; R$ -   
23088.022948/2017-55;2017;ENSAIOS DE LABORATORIAIS - ANANLISE TERMICA E REOLOGICA;ANTONIO CARLOS ANCELOTTI JUNIOR;IEM;06/11/2017;17/11/2018;SIM; R$ 33.101,00 ; R$ 33.101,00 
23088.023227/2017-62;2017;PARTICIPACAO NO CURSO DE CURTA-DURACAO - OPERACAO DE CENTRAIS TERMELETRICAS ;OSVALDO JOSE VENTURINI;IEM;27/11/2017;01/12/2017;SIM; R$ 35.197,10 ; R$ 40.426,72 
23088.023613/2017-54;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO - VENTILACAO INDUSTRIAL;OSVALDO JOSE VENTURINI;IEM;18/12/2017;22/12/2017;SIM; R$ 28.766,62 ; R$ 29.275,60 
23088.023615/2017-43;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO - GERACAO TERMICA I;OSVALDO JOSE VENTURINI;IEM;23/10/2017;27/10/2017;SIM; R$ 6.929,62 ; R$ 6.929,62 
23499.001106/2017-28;2017;III SEPROD - TERCEIRA SEMANA DE ENGENHARIA DE PRODUCAO;HENRIQUE DUARTE CARVALHO;ITABIRA;08/05/2017;27/10/2017;SIM; R$ -   ; R$ -   
23499.001698/2017-88;2017;PASTOREIO UNIVERSITARIO II : VIVENCIA DA ESPIRUTUALIDADE CRISTA;RENATA DOS SANTOS;ITABIRA;19/02/2018;19/02/2019;SIM; R$ -   ; R$ -   
23499.000644/2017-03;2017;IV SEMANA DE ENGENHARIA ELETRICA, AUTOMACAO E CONTROLE;IVAN PAULO DE FARIA;ITABIRA;15/05/2017;15/09/2017;SIM; R$ -   ; R$ -   
23088.019730/2017-13;2017;DESENVOLVIMENTO DE PESQUISA APLICADA PARA A CONFECCAO DE LEVANTAMENTO PLANIALTIMETRICO, MODELO DIGITAL DE TERRENO E MOISAICO DIGITAL DA CIDADE DE ITAMONTE;BENEDITO CLAUDIO DA SILVA;IRN;17/10/2017;30/09/2018;SIM; R$ 65.000,00 ; R$ 67.304,11 
23088.020651/2017-55;2017;CAMPEONATO DE CUBO MAGICO - ETAPA NACIONAL;FREDERICO OLIVEIRA PASSOS;ISEE;10/03/2018;11/03/2018;SIM; R$ -   ; R$ -   
23088.023520/2017-20;2017;CURSO QPSE – ESTABILIDADE E DINAMICA DE SISTEMAS ELETRICOS II;BENEDITO ISAIAS DE LIMA LOPES;ISEE;21/08/2017;25/08/2017;SIM; R$ 5.520,00 ; R$ 5.181,85 
23088.023528/2017-96;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO – INTERACAO DO GERADOR AO SISTEMA ELETRICO;ZULMAR SOARES MACHADO JUNIOR ;ISEE;21/08/2017;25/08/2017;SIM; R$ 5.520,00 ; R$ 5.048,15 
23088.024127/2017-53;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO – AJUSTES DE PARAMETROS DE RELES DE PROTECAO;PAULO MARCIO DA SILVEIRA;ISEE;07/11/2017;09/11/2017;SIM; R$ 9.880,05 ; R$ 12.123,42 
23088.024134/2017-55;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO – AJUSTES DE PARAMETROS DE RELES DE PROTECAO (IN COMPANY);PAULO MARCIO DA SILVEIRA;ISEE;27/11/2017;01/12/2017;SIM; R$ 15.204,27 ; R$ 17.809,99 
23088.024183/2017-98;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO – PROTECAO DE SISTEMAS ELETRICOS;PAULO MARCIO DA SILVEIRA;ISEE;23/10/2017;27/10/2017;SIM; R$ 15.078,28 ; R$ 15.078,28 
23088.024185/2017-87;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO – QUALIDADE DA ENERGIA ELETRICA;PAULO MARCIO DA SILVEIRA;ISEE;20/11/2017;24/11/2017;SIM; R$ 14.973,30 ; R$ 14.973,30 
23088.024409/2017-51;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO - INSTRUMENTACAO INSDUSTRIAL;EDSON DA COSTA BORTONI;ISEE;16/10/2017;20/10/2017;SIM; R$ -   ; R$ 10.322,56 
23499.001360/2016-45;2016;CLUBE DE XADREZ;GILBERTO DUARTE CUZZUOL;ICPA;05/10/2016;10/12/2016;SIM; R$ -   ; R$ -   
23088.002063/2018-11;2018;BEYOND ROCKET DESING;ANTONIO AUGUSTO ARAUJO PINTO DA SILVA;IRN;01/01/2018;31/12/2018;SIM; R$ -   ; R$ 10.000,00 
23088.002223/2018-21;2018;PROJETO CHEETAH E-RACING DE FORMULA SAE ELETRICO;JULIANA CAMINHA NORONHA;IEPG;30/01/2018;29/01/2019;SIM; R$ -   ; R$ -   
23088.002318/2018-45;2018;DESENVOLVIMENTO DE PESQUISA APLICADA PARA A ELABORACAO DOS ESTUDOS PARA IMPLANTACAO DE UMA NOVA POLICLINICA MUNICIPAL;GERALDO LUCIO TIAGO FILHO;IRN;26/01/2018;26/04/2018;SIM; R$ 45.767,14 ; R$ 41.100,00 
23088.001813/2018-37;2018;EQUIPE UIRA - PROJETO SAE AERODESING;YOHAN ALI DIAZ MENDEZ;IEM;21/11/2018;30/01/2019;SIM; R$ -   ; R$ 10.000,00 
23088.023618/2017-87;2017;PARTICIPACAO NO CURSO DE CURTA DURACAO - QPSE 2017 - GERACAO TERMICA II;OSVALDO JOSE VENTURINI;IEM;06/03/2017;10/03/2017;SIM; R$ 10.158,35 ; R$ 10.158,36 
23088.024868/2017-34;2017;TESTE DE USABILIDADE PARA EQUIPAMENTO DE TERAPIA A LASER DIODO;ANA PAULA SIQUEIRA SILVA DE ALMEIDA;IESTI;13/12/2017;20/02/2018;SIM; R$ 5.000,00 ; R$ -   
23088.000654/2018-53;2018;PROPOSTA E ANALISE DO GERENCIAMENTO DE RISCO NO SISTEMA DE GESTAO DA QUALIDADE - TRANSICAO DA NORMA NBR ISO 9001:2008 PARA A NBR ISO 9001:2015 - ENFASE NA REDUCAO DE REGISTROS E DOCUMENTACAO POR MEIO DO DESENVOLVIMENTO E IMPLANTACAO DE SISTEMA DE TESTE E RASTREABILIDADE AUTOMATIZADOS PARA AS LINHAS DE PRODUCAO - PARTE DO PROJETO DE PESQUISA MODELO AUTOMATIZADO DE MEDICAO E MONITORAMENTO DO SISTEMA DE GESTAO DA QUALIDADEE RASTREABILIDADE AUTOMATIZADOS PARA AS LINHAS DE PRODUCAO - PARTE DO PROJETO DE PESQUISA MODELO AUTOMATIZADO DE MEDICAO E MONITORAMENTO DO SISTEMA DE GESTAO DA QUALIDADE;CARLOS EDUARDO SANCHES DA SILVA;IEPG;15/01/2018;31/08/2018;SIM; R$ 8.500,00 ; R$ 8.500,00 
23088.001095/2018-07;2018;OFICINA PILOTO DE ENGENHARIA QUIMICA: INTERACAO COM A REDE PUBLICA DE ENSINO DO MUNICIPIO DE ITAJUBA;HUGO PERAZINNI;IRN;01/02/2018;01/08/2018;SIM; R$ -   ; R$ -   
23088.001094/2018-54;2018;BENEFICIOS E POTENCIAIS RISCOS DE PLANTAS ORNAMENTAIS EM AMBIENTES ESCOLARES;KATIUCIA DIAS FERNANDES;IRN;01/06/2016;23/10/2017;SIM; R$ -   ; R$ -   
23088.001043/2018-22;2018;ENSAIOS ELETRICOS;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/01/2018;31/06/18;SIM; R$ 51.000,00 ; R$ 50.972,52 
23088.001178/2018-98;2018;PROJETO ARQUITETONICO E COMPLEMENTARRES PARA EXECUCAO DE OBRA PREDIAL NA PAROQUIA SAO BENEDITO/ITAJUBA-MG;PAULO CESAR GONCALVES;IRN;05/12/2017;30/01/2019;SIM; R$ -   ; R$ -   
23088.001528/2018-16;2018;CONTRATO DE REVISAO TECNICA EM LIVRO COM CESSAO DE DIREITOS AUTORAIS;BENEDITO DONIZETI BONATTO;ISEE;01/03/2018;08/11/2018;SIM; R$ 14.652,00 ;
23088.001679/2018-74;2018;COYOTES MOTORACING UNIFEI;PAULO PEREIRA JUNIOR;IEM;01/01/2018;31/12/2018;SIM; R$ 9.268,72 ; R$ 9.268,72 
23088.001679/2018-74;2018;COYOTES MOTORACING UNIFEI;ANTONIO CARLOS ANCELOTTI JUNIOR;IEM;01/01/2018;31/12/2018;SIM; R$ -   ; R$ -   
23088.001749/2018-94;2018;CURSO ASSISTENCIAL THEODOMIRO SANTIAGO - CATS;EDMILSON MARMO MOREIRA;IESTI;19/03/2018;14/12/2018;SIM; R$ 5.191,94 ;
23088.00473/2018-27;2018;FISCALIZACAO DE APURACAO DOS INDICADORES DE QUALIDADE DE SERVICO NA CONCESSIONARIA DE DISTRIBUICAO DE ENERGIA ELETRICA - COCEL - UNIFEI ;ROBERTO AKIRA YAMACHITA;ISEE;28/08/2017;31/01/2018;SIM; R$ -   ; R$ -   
23088.024393/2017-86;2018;ECOVEICULO;JOSE HAMILTON CHAVES GORGULHO JUNIOR;IEPG;01/01/2018;31/12/2018;SIM; R$ -   ; R$ -   
23088.001817/2018-15;2018;AEROESCOLA;JESUS ANTONIO GARCIA SANCHEZ;IEM;01/03/2018;31/12/2018;SIM; R$ -   ; R$ -   
23088.001877/2018-38;2018;CURSOS EAD DE CURTA DURACAO;RITA DE CASSIA MAGALHAES TRINDADE STANO;IEPG;29/01/2018;30/07/2018;SIM; R$ -   ; R$ -   
23088.002097/2018-13;2018;PROJETO FSAE - EQUIPE CHEETAH RACING;BRUNO SILVA DE SOUSA;IEM;01/01/2018;31/12/2018;SIM; R$ 10.000,00 ;
23088.002197/2018-31;2018;PROJETO BAJA- EQUIPE SACI;DIEGO MAURICIO YEPES MAYA;IEM;01/01/2018;31/12/2018;SIM; R$ -   ; R$ -   
23088.002542/2018-37;2018;DESENVOLVIMENTO DE PESQUISA APLICADA PARA A ELABORACAO DE PLANO DIRETOR;GERALDO LUCIO TIAGO FILHO;IRN;01/02/2018;01/02/2019;SIM; R$ 92.220,00 ; R$ 71.770,00 
23088.019727/2017-08;2017;CHEETAH RACING UNIFEI;BRUNO SILVA DE SOUSA;IEM;01/01/2017;31/12/2017;SIM; R$ -   ; R$ -   
23088.001439/2018-70;2018;DESENVOLVIMENTO E APERFEICOAMENTO DE MODULOS DE RADIO PARA INTERNET DAS COISAS;DANILO HENRIQUE SPADOTI;IESTI;23/01/2018;30/05/2019;SIM; R$ 12.000,00 ; R$ 22.937,29 
23088.001195/2018-25;2018;ENSAIOS ELETRICOS EM TRANSFORMADORES;ESTACIO TAVARES WANDERLEY NETO;ISEE;01/01/2018;31/12/2018;SIM; R$ 225.600,00 ; R$ 16.209,25 
23088.002669/2018-56;2018;PARTICIPACAO NO CURSO DE CURTA DURACAO - INSTRUMENTO DE MEDICAO E CALIBRACAO;EDSON DA COSTA BORTONI;ISEE;19/09/2017;20/09/2017;NÃO; R$ 12.222,55 ; R$ 12.222,55 
23499.000431/2017-73;2018;LOTS AERODESING;RUBEN ALEXIS MIRANDA CARRILHO;ITABIRA;10/04/2017;01/09/2017;SIM; R$ -   ; R$ -   
23499.001031/2017-85;2018;CURSO PREPARATORIO PARA ENEM;EVANDRO AUGUSTO DE MORAIS;ITABIRA;14/08/2017;03/12/2017;SIM; R$ -   ; R$ -   
23499.001071/2017-27;2018;SEMECO - SEMANA DA ENGENHARIA DE COMPUTACAO;WALTER AOIAMA NAGAI;ITABIRA;15/05/2017;01/09/2017;SIM; R$ -   ; R$ -   
23499.001087/2017-30;2018;PRODUCAO DE MATERIAL DIDATICO SOBRE CARLOS DRUMOND PARA EDUCACAO BASICA;RICARDO SHITSUKA;ITABIRA;14/09/2017;11/12/2017;SIM; R$ -   ; R$ -   
23499.001168/2017-30;2018;CURSO ACLS PARA A REGINAL DO CRM-MG;GUILHERME OLIVEIRA SIQUEIRA;ITABIRA;04/09/2017;01/10/2017;SIM; R$ -   ; R$ -   
23499.001592/2017-84;2018;CURSO DE INTRIDUCAO AO ARGIS APLICADO A ANALISES AMBIENTAIS;ELIANE MARIA VIEIRA;ITABIRA;30/11/2017;12/12/2017;SIM; R$ -   ; R$ -   
23499.001708/2017-85;2018;DESAFIO DO CONCRETO;CARLOS AUGUSTO DE SOUZA OLIVEIRA;ITABIRA;01/11/2017;29/12/2017;SIM; R$ -   ; R$ -   
23499.001475/2016-30;2018;ENACTUS UNIFEI-ITABIRA;FERNANDA RODRIGUES DA SILVA;ITABIRA;31/10/2016;30/06/2017;SIM; R$ -   ; R$ -   
23499.001532/2016-81;2018;PASTOREIO UNIVERSITARIO : VIVENCIA DA ESPIRITUALIDADE CRISTA;RENATA DOS SANTOS;ITABIRA;14/11/2016;14/11/2017;SIM; R$ -   ; R$ -   
23499.000974/2017-91;2018;PLANETARIO ITINERANTE;EVANDRO AUGUSTO DE MORAIS;ITABIRA;20/02/2017;20/12/2017;SIM; R$ -   ; R$ -   
23499.000799/2017-31;2018;PROJETO SOLVEIT! CRIACAO DE UMA PLATAFORMA COMPETITIVA DE RESOLUCAO DE PROBLEMAS REAIS;HENRIQUE DUARTE CARVALHO;ITABIRA;09/06/2017;08/12/2017;SIM; R$ -   ; R$ -   
23499.000954/2017-10;2018;4º ARTE - FESTIVAL DE INVERNO DE ITABIRA;JOAO LUCAS SILVA;ITABIRA;16/07/2017;30/07/2017;SIM; R$ -   ; R$ -   
23499.000954/2017-10;2018;4º ARTE - FESTIVAL DE INVERNO DE ITABIRA;JULIANO DE ALMEIDA MONTE-MOR;ITABIRA;16/07/2017;30/07/2017;SIM; R$ -   ; R$ -   
23499.000973/2017-46;2018;POPESIA E CIENCIA;EVANDRO AUGUSTO DE MORAIS;ITABIRA;01/04/2017;30/12/2017;SIM; R$ -   ; R$ -   
23088.021801/2017-48;2017;IV ENCONTRO DE PESQUISA SOBRE O DESEMVOLVIMENTO, TECNOLOGIAS E SOCIEDADE E ENCONTRO INTERNACIONAL EM PESQUISA SOBRE DESENVOLVIMENTO REGIONAL E ECONOMIA SOCIAL;CARLOS ALBERTO MAXIMO PIMENTA;IFQ;13/11/2017;22/11/2017;SIM; R$ -   ; R$ -   
23088.003224/2018-93;2018;TODOS SOMOS LEITORES;CLAUDIA ELIANE DA MATTA;ISEE;07/03/2018;12/12/2018;SIM; R$ -   ; R$ -   
23088.003358/2018-12;2018;12ª EDICAO DA CONFERENCIA DE PEQUENAS CENTRAIS HIDRELETRICAS, MERCADO & MEIO AMBIENTE;GERALDO LUCIO TIAGO FILHO;IRN;07/08/2018;08/08/2018;SIM; R$ -   ; R$ -   
23088.003360/2018-83;2018;XIII SEMINARIO DE MEIO AMBIENTE E ENERGIAS RENOVAVEIS - SEMEAR;GERALDO LUCIO TIAGO FILHO;IRN;06/06/2018;07/06/2018;SIM; R$ -   ; R$ -   
23499.000536/2017-22;2018;ENGENHEIROS DO FUTURO: UMA PESQUISA-ACAO VISANDO A DIFUSAO DA CIENCIA E ENGENHARIA DE MATERIAIS NO CICLO FUNDAMENTAL E ENSINO DO METODO CIENTIFICO;MARCIO ROBERTO DE FREITAS;ITABIRA;29/05/2017;20/12/2017;SIM; R$ 4.800,00 ;
23499.000492/2017-31;2018;TERCA LITERARIA;FERNANDA RODRIGUES SILVA;ITABIRA;07/04/2017;15/12/2017;SIM; R$ -   ; R$ -   
23499.000492/2017-31;2018;TERCA LITERARIA;VINICIUS SOUZA NASCIMENTO;ITABIRA;07/04/2017;15/12/2017;SIM; R$ -   ; R$ -   
23499.000302/2017-85;2018;RONDOM ITABIRA;MARCIO TSUYOSHI YASUDA;ITABIRA;02/03/2017;14/12/2017;SIM; R$ -   ; R$ -   
23499.000302/2017-85;2018;RONDOM ITABIRA;BIANCA CABRAL CALDEIRA;ITABIRA;02/03/2017;14/12/2017;SIM; R$ -   ; R$ -   
23499.000378/2017-19;2018;CAFE AMBIENTAL;BIANCA CABRAL CALDEIRA;ITABIRA;27/04/2017;25/10/2017;SIM; R$ -   ; R$ -   
23499.000550/2017-26;2018;POPTEC POPULARIZACAO DE CONCEITOS E TECNOLOGIAS DE GERACAO DE ENERGIA COM FONTES RENOVAVEIS E EFICIENCIA ENERGETICA, EM ESCOLAS DE ENSINO MEDIO DE ITABIRA - MG;RAFAEL BALBINO CARDOSO;ITABIRA;01/05/2017;19/12/2017;SIM; R$ -   ; R$ -   
23499.000646/217-94;2018;V COMPETICAO DE CARRINHOS DE ROLIMA UNIFEI/ITABIRA;GLAUBER ZERBINI COSTAL;ITABIRA;17/05/2017;05/09/2017;SIM; R$ -   ; R$ -   
23499.000748/2017-18;2018;#INCLUDE - SALA VIRTUAL - ECO;SANDRO CARVALHO IZIDORO;ITABIRA;12/06/2017;01/12/2017;SIM; R$ -   ; R$ -   
23499.001191/2017-24;2018;UNIFEI PORTAS ABERTAS _ENSINO MEDIO;BIANCA CABRAL CALDEIRA;ITABIRA;31/08/2017;22/09/2017;SIM; R$ -   ; R$ -   
23499.001191/2017-24;2018;UNIFEI PORTAS ABERTAS _ENSINO MEDIO;GUILHERME OLIVEIRA SIQUEIRA;ITABIRA;31/08/2017;22/09/2017;SIM; R$ -   ; R$ -   
23088.021269/2017-69;2018;PALESTRA MOVIMENTO BRASIL LIVRE;CARLOS EDUARDO CORREA MOLINA;IEM;09/11/2017;09/11/2017;SIM; R$ -   ; R$ -   
23499.001749/2017-71;2018;SEMANA DO CURSO DE ENGENHARIA MECANICA - CAMPUS DA UNIFEI GOMIDES;TARCISIO GONCALVES DE BRITO;ITABIRA;06/10/2017;10/11/2017;SIM; R$ -   ; R$ -   
23499.001749/2017-71;2018;SEMANA DO CURSO DE ENGENHARIA MECANICA - CAMPUS DA UNIFEI GOMIDES;LUCIANA DE MELO GOMIDES;ITABIRA;06/10/2017;10/11/2017;SIM; R$ -   ; R$ -   
23088.007820/2017-17;2017;QUANTO VALE O DINHEIRO PARA OS JOVENS? CONSTRUCAO E CONSOLIDACAO DO CONHECIMENTO DE EDUCACAO FINANCEIRA ENTRE ALUNOS UNIVERSITARIOS;ANDRE LUIZ MEDEIROS;IEPG;01/04/2017;31/12/2017;SIM; R$ -   ; R$ -   
23088.014963/2017-20;2018;PRIMEIRO SIMPOSIO DE FISICA TEORICA GIFT;ALEXIS ROA AGUIRRE;IFQ;16/11/2017;18/11/2017;SIM; R$ -   ; R$ 2.370,00 
23088.005034/2018-19;2018;O MUNDO DA AERONAUTICA - PROJETO DE ESPECIALIDADES AERONAUTICAS;PATRICIA DA SILVA LOPES ALEXANDRINO;IEM;19/03/2018;31/12/2018;SIM; R$ 10.000,00 ; R$ 640,20 
23088.005364/2018-04;2018;IMPLANTACAO DE UM SISTEMA DE AQUAPONIA NO CAMPUS UNIFEI COM FINS EDUCACIONAIS E DE EMPODERAMENTO SOCIAL PARA O MUNICIPIO DE ITAJUBA;ANDREIA ARANTES BORGES;IRN;19/03/2018;31/12/2018;SIM; R$ 10.000,00 ;
